state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Basic,Higher,Inactive,F,Suburban,Divorced,Personal Auto,Personal L2,O3,Branch,SUV,Medsize
California,No,Basic,Bachelor,Inactive,F,Urban,Divorced,Corporate Auto,Corporate L3,O1,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,Inactive,F,Rural,Divorced,Personal Auto,Personal L3,O1,Branch,Two-Door Car,Large
Arizona,Yes,Extended,Bachelor,Active,F,Urban,Divorced,Personal Auto,Personal L3,O2,Web,Four-Door Car,Medsize
California,No,Extended,Higher,Active,M,Rural,Divorced,Personal Auto,Personal L1,O2,Call Center,Two-Door Car,Large
Nevada,Yes,Basic,Bachelor,Inactive,M,Suburban,Married,Personal Auto,Personal L2,O1,Branch,Sports Car,Large
Oregon,No,Basic,Bachelor,Inactive,M,Rural,Married,Personal Auto,Personal L1,O4,Call Center,Two-Door Car,Medsize
California,No,Extended,College,Active,F,Rural,Divorced,Personal Auto,Personal L2,O2,Agent,Four-Door Car,Medsize
Arizona,Yes,Basic,Higher,Active,M,Rural,Divorced,Personal Auto,Personal L3,O2,Branch,Four-Door Car,Small
California,No,Extended,High School or Below,Inactive,F,Suburban,Divorced,Personal Auto,Personal L1,O1,Branch,SUV,Medsize
Oregon,No,Basic,High School or Below,Active,M,Suburban,Married,Personal Auto,Personal L1,O4,Call Center,Four-Door Car,Medsize
California,No,Premium,High School or Below,Active,F,Urban,Married,Corporate Auto,Corporate L2,O1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,College,Inactive,F,Suburban,Married,Personal Auto,Personal L1,O1,Agent,Four-Door Car,Medsize
Oregon,No,Premium,High School or Below,Inactive,F,Suburban,Married,Personal Auto,Personal L2,O3,Agent,Four-Door Car,Medsize
California,No,Basic,College,Active,F,Rural,Single,Corporate Auto,Corporate L3,O3,Agent,Two-Door Car,Medsize
California,No,Basic,Higher,Active,F,Rural,Single,Personal Auto,Personal L3,O2,Agent,SUV,Medsize
California,Yes,Basic,High School or Below,Active,F,Suburban,Married,Personal Auto,Personal L3,O2,Agent,Two-Door Car,Large
Arizona,No,Basic,College,Active,M,Urban,Married,Personal Auto,Personal L3,O2,Call Center,Two-Door Car,Large
Oregon,No,Basic,Bachelor,Inactive,M,Suburban,Single,Personal Auto,Personal L3,O1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Active,M,Rural,Divorced,Corporate Auto,Corporate L1,O3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,Inactive,F,Suburban,Single,Corporate Auto,Corporate L3,O1,Web,Four-Door Car,Medsize
Oregon,No,Extended,College,Inactive,M,Suburban,Married,Personal Auto,Personal L3,O4,Agent,SUV,Medsize
Nevada,No,Basic,College,Active,F,Urban,Married,Personal Auto,Personal L3,O2,Web,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Active,F,Rural,Single,Personal Auto,Personal L3,O3,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Active,F,Suburban,Married,Corporate Auto,Corporate L1,O2,Agent,Two-Door Car,Large
Arizona,No,Basic,College,Inactive,M,Suburban,Married,Personal Auto,Personal L3,O3,Agent,SUV,Small
California,Yes,Basic,College,Active,F,Rural,Single,Personal Auto,Personal L2,O2,Agent,Two-Door Car,Medsize
California,No,Extended,College,Active,M,Rural,Married,Personal Auto,Personal L2,O1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Higher,Inactive,M,Rural,Married,Special Auto,Special L2,O1,Call Center,SUV,Small
California,No,Basic,College,Inactive,F,Urban,Married,Personal Auto,Personal L2,O3,Branch,Two-Door Car,Large
California,No,Basic,Bachelor,Active,F,Suburban,Married,Corporate Auto,Corporate L3,O1,Agent,Four-Door Car,Small
Oregon,No,Extended,Bachelor,Active,M,Suburban,Single,Special Auto,Special L3,O1,Agent,Two-Door Car,Small
Oregon,No,Premium,College,Active,M,Suburban,Married,Corporate Auto,Corporate L3,O3,Agent,Sports Car,Large
Oregon,Yes,Basic,High School or Below,Inactive,F,Suburban,Divorced,Personal Auto,Personal L2,O1,Web,Sports Car,Medsize
Arizona,No,Basic,Bachelor,Inactive,F,Suburban,Single,Corporate Auto,Corporate L3,O2,Web,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Active,F,Suburban,Married,Personal Auto,Personal L1,O2,Branch,Two-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,Active,M,Suburban,Married,Corporate Auto,Corporate L3,O2,Agent,Two-Door Car,Medsize
California,Yes,Extended,Bachelor,Inactive,F,Suburban,Divorced,Personal Auto,Personal L3,O1,Call Center,Two-Door Car,Large
Oregon,No,Extended,High School or Below,Active,F,Suburban,Married,Personal Auto,Personal L3,O2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Inactive,F,Suburban,Married,Personal Auto,Personal L1,O2,Web,Four-Door Car,Small
Oregon,No,Extended,High School or Below,Active,M,Suburban,Married,Personal Auto,Personal L2,O4,Web,Sports Car,Large
Nevada,No,Premium,College,Active,M,Suburban,Married,Personal Auto,Personal L3,O2,Branch,Four-Door Car,Medsize
California,Yes,Premium,High School or Below,Inactive,M,Suburban,Married,Personal Auto,Personal L1,O2,Web,SUV,Medsize
California,No,Basic,Bachelor,Active,M,Suburban,Married,Personal Auto,Personal L2,O2,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,Active,M,Urban,Married,Corporate Auto,Corporate L3,O2,Agent,SUV,Medsize
Oregon,No,Basic,College,Active,M,Urban,Single,Personal Auto,Personal L1,O2,Web,Four-Door Car,Medsize
Oregon,No,Basic,Higher,Inactive,F,Rural,Married,Personal Auto,Personal L3,O1,Agent,Two-Door Car,Medsize
California,No,Extended,College,Inactive,F,Suburban,Single,Personal Auto,Personal L3,O1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Higher,Active,M,Suburban,Married,Personal Auto,Personal L3,O4,Agent,Two-Door Car,Small
California,No,Extended,College,Inactive,F,Rural,Divorced,Personal Auto,Personal L3,O4,Call Center,Two-Door Car,Medsize
California,No,Basic,Bachelor,Active,M,Suburban,Married,Personal Auto,Personal L3,O3,Call Center,Four-Door Car,Medsize
Washington,No,Basic,College,Active,F,Urban,Single,Personal Auto,Personal L1,O1,Agent,Four-Door Car,Medsize
Nevada,Yes,Basic,High School or Below,Active,F,Urban,Married,Personal Auto,Personal L1,O2,Branch,SUV,Large
Oregon,No,Extended,College,Active,F,Urban,Married,Personal Auto,Personal L1,O2,Agent,Two-Door Car,Medsize
California,No,Basic,College,Active,M,Rural,Married,Corporate Auto,Corporate L2,O1,Agent,SUV,Small
Washington,No,Basic,Bachelor,Active,M,Suburban,Married,Personal Auto,Personal L2,O2,Call Center,Four-Door Car,Medsize
California,Yes,Basic,College,Inactive,F,Suburban,Married,Personal Auto,Personal L3,O2,Agent,Four-Door Car,Medsize
California,No,Extended,College,Active,M,Suburban,Married,Corporate Auto,Corporate L1,O2,Branch,Four-Door Car,Small
Arizona,Yes,Extended,Higher,Active,M,Urban,Married,Personal Auto,Personal L1,O3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,Inactive,M,Suburban,Married,Personal Auto,Personal L3,O4,Agent,Four-Door Car,Medsize
California,No,Extended,Higher,Active,M,Urban,Married,Personal Auto,Personal L1,O3,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Inactive,M,Suburban,Single,Personal Auto,Personal L3,O2,Call Center,Four-Door Car,Medsize
Washington,No,Basic,Bachelor,Active,F,Suburban,Married,Personal Auto,Personal L1,O3,Web,Four-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,Inactive,F,Suburban,Divorced,Personal Auto,Personal L2,O1,Agent,Four-Door Car,Large
Arizona,No,Basic,Higher,Active,M,Rural,Married,Personal Auto,Personal L3,O1,Call Center,Two-Door Car,Large
Nevada,No,Premium,High School or Below,Inactive,M,Suburban,Single,Personal Auto,Personal L3,O1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Active,M,Suburban,Married,Personal Auto,Personal L2,O2,Agent,Four-Door Car,Small
Oregon,Yes,Extended,Bachelor,Active,F,Suburban,Married,Personal Auto,Personal L3,O2,Agent,SUV,Medsize
Nevada,No,Extended,College,Active,M,Urban,Married,Personal Auto,Personal L1,O4,Branch,SUV,Medsize
Washington,No,Basic,College,Inactive,F,Suburban,Single,Personal Auto,Personal L3,O2,Agent,Four-Door Car,Large
California,No,Basic,Bachelor,Inactive,M,Suburban,Married,Personal Auto,Personal L2,O1,Agent,Two-Door Car,Small
Oregon,No,Basic,College,Active,M,Rural,Married,Personal Auto,Personal L3,O1,Agent,Four-Door Car,Medsize
Nevada,No,Premium,Bachelor,Active,F,Suburban,Single,Personal Auto,Personal L2,O2,Web,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,Active,M,Urban,Divorced,Personal Auto,Personal L3,O3,Branch,Four-Door Car,Medsize
California,No,Extended,Higher,Active,M,Urban,Single,Personal Auto,Personal L3,O2,Web,SUV,Medsize
Nevada,No,Basic,High School or Below,Active,F,Urban,Single,Personal Auto,Personal L2,O2,Branch,Two-Door Car,Medsize
Oregon,Yes,Premium,High School or Below,Active,F,Rural,Married,Personal Auto,Personal L2,O2,Web,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,Active,F,Urban,Married,Personal Auto,Personal L1,O3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Active,F,Urban,Married,Personal Auto,Personal L2,O1,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Inactive,F,Urban,Married,Special Auto,Special L3,O1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Active,M,Rural,Married,Corporate Auto,Corporate L3,O3,Agent,SUV,Small
Arizona,No,Extended,Higher,Active,M,Urban,Married,Personal Auto,Personal L3,O4,Agent,Two-Door Car,Medsize
California,No,Basic,High School or Below,Active,F,Suburban,Single,Corporate Auto,Corporate L1,O1,Agent,Two-Door Car,Medsize
Nevada,No,Extended,High School or Below,Inactive,M,Suburban,Divorced,Corporate Auto,Corporate L3,O1,Branch,Four-Door Car,Small
Arizona,No,Basic,Higher,Inactive,M,Urban,Married,Personal Auto,Personal L1,O3,Agent,Sports Car,Medsize
Oregon,No,Basic,High School or Below,Active,M,Suburban,Divorced,Personal Auto,Personal L1,O1,Call Center,SUV,Medsize
Arizona,No,Extended,High School or Below,Active,M,Rural,Married,Corporate Auto,Corporate L1,O1,Agent,Sports Car,Medsize
California,No,Basic,College,Active,F,Rural,Married,Personal Auto,Personal L3,O1,Agent,Four-Door Car,Large
Washington,No,Basic,College,Active,F,Urban,Divorced,Corporate Auto,Corporate L3,O1,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Higher,Active,M,Suburban,Married,Personal Auto,Personal L2,O2,Call Center,SUV,Large
Oregon,No,Basic,Bachelor,Active,F,Suburban,Married,Personal Auto,Personal L2,O4,Branch,Four-Door Car,Small
Arizona,No,Extended,Higher,Active,F,Rural,Married,Personal Auto,Personal L2,O1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,Active,M,Suburban,Single,Personal Auto,Personal L3,O1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Active,F,Rural,Married,Corporate Auto,Corporate L1,O3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,Active,F,Urban,Married,Personal Auto,Personal L3,O2,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,Active,M,Suburban,Married,Personal Auto,Personal L3,O1,Branch,Four-Door Car,Small
Arizona,No,Extended,Bachelor,Active,F,Rural,Married,Personal Auto,Personal L3,O2,Call Center,Four-Door Car,Medsize
California,No,Extended,Bachelor,Active,F,Suburban,Married,Personal Auto,Personal L3,O2,Agent,Two-Door Car,Small
Arizona,No,Basic,Higher,Active,F,Rural,Divorced,Personal Auto,Personal L3,O2,Web,Four-Door Car,Medsize
Washington,Yes,Premium,High School or Below,Active,F,Rural,Married,Personal Auto,Personal L3,O2,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Inactive,F,Suburban,Divorced,Personal Auto,Personal L3,O1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Active,F,Rural,Married,Personal Auto,Personal L1,O2,Web,Four-Door Car,Medsize
Nevada,No,Premium,College,Inactive,M,Suburban,Divorced,Personal Auto,Personal L3,O2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Active,F,Urban,Married,Personal Auto,Personal L1,O4,Web,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,Active,F,Urban,Married,Personal Auto,Personal L3,O4,Web,Sports Car,Medsize
Oregon,No,Basic,Bachelor,Active,F,Urban,Married,Corporate Auto,Corporate L3,O3,Agent,SUV,Medsize
California,No,Premium,Higher,Active,M,Suburban,Divorced,Personal Auto,Personal L2,O2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,Active,F,Urban,Married,Corporate Auto,Corporate L2,O1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Active,F,Suburban,Single,Personal Auto,Personal L3,O2,Agent,Sports Car,Large
California,No,Basic,College,Active,F,Suburban,Married,Special Auto,Special L2,O3,Call Center,Sports Car,Small
California,No,Basic,Bachelor,Inactive,M,Urban,Divorced,Corporate Auto,Corporate L1,O1,Branch,SUV,Large
California,No,Extended,College,Active,F,Rural,Married,Personal Auto,Personal L1,O2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,Inactive,M,Suburban,Married,Corporate Auto,Corporate L2,O4,Agent,Two-Door Car,Medsize
Oregon,No,Basic,College,Inactive,F,Suburban,Married,Personal Auto,Personal L3,O1,Call Center,Luxury,Medsize
California,No,Basic,Bachelor,Active,F,Suburban,Married,Corporate Auto,Corporate L3,O1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Higher,Active,M,Suburban,Married,Personal Auto,Personal L2,O2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,College,Active,M,Suburban,Married,Corporate Auto,Corporate L3,O1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,Inactive,F,Suburban,Divorced,Personal Auto,Personal L1,O3,Agent,Four-Door Car,Medsize
Oregon,No,Premium,High School or Below,Active,M,Rural,Married,Corporate Auto,Corporate L3,O4,Agent,Two-Door Car,Medsize
Washington,No,Extended,Higher,Active,F,Urban,Divorced,Corporate Auto,Corporate L2,O2,Call Center,Sports Car,Medsize
Washington,No,Basic,Bachelor,Active,M,Urban,Married,Personal Auto,Personal L2,O3,Call Center,Four-Door Car,Medsize
Oregon,Yes,Premium,College,Active,M,Suburban,Married,Personal Auto,Personal L3,O2,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,Active,F,Urban,Single,Special Auto,Special L3,O4,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Inactive,F,Suburban,Married,Personal Auto,Personal L2,O4,Branch,Two-Door Car,Small
Oregon,Yes,Extended,High School or Below,Active,F,Suburban,Married,Personal Auto,Personal L1,O3,Agent,Four-Door Car,Small
Arizona,No,Extended,High School or Below,Inactive,M,Suburban,Married,Corporate Auto,Corporate L1,O2,Agent,Four-Door Car,Large
Arizona,No,Basic,College,Inactive,F,Suburban,Single,Personal Auto,Personal L3,O1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,College,Inactive,F,Suburban,Single,Personal Auto,Personal L2,O1,Web,Two-Door Car,Small
California,No,Extended,Higher,Active,F,Urban,Married,Personal Auto,Personal L1,O2,Branch,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,Inactive,M,Suburban,Single,Corporate Auto,Corporate L2,O1,Branch,Four-Door Car,Small
Washington,No,Extended,College,Active,F,Suburban,Married,Personal Auto,Personal L2,O2,Web,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,Inactive,M,Suburban,Single,Corporate Auto,Corporate L1,O1,Call Center,Sports Car,Medsize
Washington,No,Premium,High School or Below,Active,F,Suburban,Married,Personal Auto,Personal L3,O3,Call Center,Four-Door Car,Small
California,Yes,Basic,Higher,Active,M,Suburban,Married,Personal Auto,Personal L3,O1,Branch,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Active,F,Urban,Single,Corporate Auto,Corporate L3,O4,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Inactive,F,Suburban,Single,Personal Auto,Personal L2,O1,Branch,Four-Door Car,Small
Oregon,No,Basic,College,Active,F,Rural,Married,Personal Auto,Personal L1,O1,Agent,Four-Door Car,Medsize
California,No,Basic,College,Active,M,Suburban,Married,Corporate Auto,Corporate L1,O2,Branch,SUV,Small
Nevada,No,Extended,High School or Below,Active,M,Suburban,Married,Personal Auto,Personal L3,O3,Agent,Two-Door Car,Medsize
California,No,Extended,High School or Below,Active,F,Suburban,Single,Personal Auto,Personal L2,O3,Call Center,Luxury,Small
Nevada,No,Basic,College,Active,M,Urban,Single,Corporate Auto,Corporate L2,O1,Branch,Two-Door Car,Medsize
Washington,No,Extended,College,Inactive,M,Suburban,Single,Personal Auto,Personal L2,O2,Call Center,Four-Door Car,Medsize
Washington,Yes,Basic,College,Inactive,F,Suburban,Divorced,Corporate Auto,Corporate L3,O1,Branch,Four-Door Car,Small
Oregon,Yes,Premium,Higher,Inactive,F,Suburban,Divorced,Personal Auto,Personal L3,O1,Web,SUV,Medsize
Oregon,No,Basic,College,Inactive,M,Suburban,Single,Personal Auto,Personal L3,O1,Call Center,Two-Door Car,Medsize
Arizona,No,Extended,Bachelor,Active,F,Urban,Single,Personal Auto,Personal L3,O1,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,Inactive,F,Suburban,Single,Corporate Auto,Corporate L1,O2,Branch,Two-Door Car,Medsize
Oregon,Yes,Extended,Bachelor,Inactive,M,Suburban,Married,Corporate Auto,Corporate L3,O2,Agent,Two-Door Car,Medsize
Arizona,No,Premium,Bachelor,Inactive,F,Suburban,Married,Corporate Auto,Corporate L3,O1,Call Center,SUV,Medsize
Washington,No,Basic,Higher,Active,F,Suburban,Single,Personal Auto,Personal L3,O2,Agent,Two-Door Car,Medsize
Oregon,No,Basic,College,Active,F,Urban,Married,Personal Auto,Personal L3,O1,Branch,Sports Car,Medsize
California,No,Premium,High School or Below,Inactive,M,Suburban,Single,Personal Auto,Personal L3,O1,Agent,Four-Door Car,Medsize
Oregon,No,Premium,Bachelor,Active,M,Rural,Divorced,Personal Auto,Personal L3,O1,Web,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,Active,M,Rural,Married,Personal Auto,Personal L3,O1,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Active,M,Suburban,Married,Personal Auto,Personal L3,O4,Branch,Two-Door Car,Medsize
Nevada,No,Premium,High School or Below,Inactive,F,Suburban,Single,Personal Auto,Personal L2,O2,Call Center,Four-Door Car,Medsize
Washington,No,Premium,College,Active,M,Suburban,Married,Corporate Auto,Corporate L2,O1,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Inactive,F,Suburban,Single,Personal Auto,Personal L1,O1,Call Center,SUV,Medsize
Oregon,No,Premium,Bachelor,Inactive,M,Suburban,Divorced,Personal Auto,Personal L2,O1,Agent,Four-Door Car,Medsize
Arizona,Yes,Basic,Bachelor,Active,F,Urban,Divorced,Personal Auto,Personal L2,O2,Web,Two-Door Car,Medsize
Nevada,Yes,Basic,Higher,Active,F,Rural,Married,Corporate Auto,Corporate L3,O2,Web,Four-Door Car,Large
California,No,Extended,High School or Below,Active,F,Urban,Married,Personal Auto,Personal L3,O1,Agent,Two-Door Car,Medsize
Nevada,No,Extended,College,Active,M,Suburban,Single,Personal Auto,Personal L3,O2,Agent,Four-Door Car,Small
Oregon,Yes,Basic,Bachelor,Inactive,F,Suburban,Married,Personal Auto,Personal L3,O2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,College,Inactive,F,Suburban,Married,Corporate Auto,Corporate L3,O1,Agent,SUV,Medsize
Nevada,No,Basic,High School or Below,Active,M,Suburban,Divorced,Personal Auto,Personal L3,O3,Web,Four-Door Car,Medsize
Nevada,Yes,Basic,College,Active,M,Suburban,Married,Personal Auto,Personal L3,O1,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,Active,F,Rural,Married,Corporate Auto,Corporate L3,O4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Inactive,F,Suburban,Married,Personal Auto,Personal L2,O2,Branch,Four-Door Car,Medsize
California,Yes,Basic,College,Inactive,M,Suburban,Single,Personal Auto,Personal L3,O1,Agent,Two-Door Car,Medsize
Nevada,No,Extended,Higher,Active,F,Urban,Married,Corporate Auto,Corporate L1,O1,Call Center,SUV,Medsize
